sample_id,time_mjd,magnitude
0,51604.451744930586,0.974502544495958
0,51607.49455531913,0.8398759044491179
0,51657.2202578929,0.7159082195463443
0,51698.897393977786,0.11649829026960262
0,51718.44101376533,-0.4174840151763181
0,51725.11789649515,-0.46235806221667425
0,51789.12212440295,-0.8648397866103156
0,51799.11394171904,-0.8872912172488807
0,51803.29390417686,-0.8314782067147295
0,51955.38346888467,1.0311759345431701
0,52007.97120824244,0.15875543717356197
0,52037.13982531688,-0.23761492477464163
0,52140.04723185048,-0.6381376045383693
0,52250.43629230274,1.0227304474327386
0,52317.49441641711,0.274117267314104
0,52431.588660406116,-0.8865627478327672
0,52443.88509516764,-0.8216225748905798
0,52475.704849573915,-0.26450284683391606
0,52500.88035373996,0.3710807339222346
0,52525.92769936944,0.6968057978025705
0,52547.304190734154,1.1150840325193987
0,52612.06173945828,0.4684832051598752
0,52736.327302240854,-0.8006145401628048
0,52774.78544515479,-0.6255533687869155
0,52780.059278552035,-0.4728255773288703
0,52792.78468500779,-0.14113660707099882
0,52841.50527904679,0.7593757699649045
0,52865.5235559727,1.0485339768414388
0,52888.45745561442,1.0127047863660346
0,52891.926125445854,1.1167644626477375
0,52912.962734127585,0.7172442168743461
0,52932.815455407035,0.5971568408214178
0,53051.55091672317,-0.9103035410372647
0,53111.50269311416,-0.1015656922388324
0,53169.87405119783,0.8916195607021359
0,53202.045410928025,1.0309211911883351
0,53223.90828100482,0.9610967897677732
0,53237.1621839298,0.6687308425933908
0,53239.48869812211,0.564698620653326
0,53260.36202327859,0.27790092365870683
0,53293.184633007426,-0.22955472191636261
0,53302.84808991412,-0.6647464719317178
0,53398.48004395954,-0.4976811468849674
0,53399.542630451826,-0.5957566213821355
0,53427.4113213646,-0.0026319335227097153
0,53571.357710960096,0.387518629690598
0,53693.713266030005,-0.9164656476516171
0,53717.388312145544,-0.35379401357537865
0,53744.26489367156,0.015846397835239574
0,53786.38985433255,0.8420791803591083
0,53790.27604131574,0.8796199067041396
0,53840.08678852095,0.8691366207944481
0,53849.470854675696,0.9001088926858843
0,53864.39239848255,0.6807407204041049
0,53875.89457731959,0.28762477698790356
0,53888.19937320306,0.23214629046882607
0,53943.729387943895,-0.780644508286117
0,53946.952525658395,-0.8590161100194762
0,53965.072436912116,-1.0019231802218145
0,54001.8068950477,-0.9256747552938941
0,54004.81612318854,-0.789924692281157
0,54033.07098871678,-0.5383335389726327
0,54113.1638193739,1.1064839143424945
0,54121.360562284186,1.0622313719660315
0,54123.172057432435,0.8527338174747119
0,54289.659596670775,-0.9697752982805811
0,54308.06439784921,-0.9757566392111873
0,54339.22801696891,-0.44582374117937185
0,54351.06408677363,-0.4647453432609938
0,54368.36093736007,-0.001128516835977117
0,54436.38538829625,0.8533424396741498
0,54437.456021603444,0.9102384220075445
0,54476.91417880909,0.8023659322755132
0,54495.307715989366,0.685064310455363
0,54585.075035594455,-0.8553074174518591
0,54602.214680530895,-0.9465294985926882
0,54619.438804613215,-1.0713310376962037
0,54720.92867102272,0.67175072253513
0,54922.78836180742,-1.0099334160355018
0,54954.56534042367,-0.7679238660345681
0,54979.9910957527,-0.2876013781878536
0,55015.997041013004,0.36651450825852044
0,55169.65780951736,-0.33419301202599216
1,51608.470825800854,1.0999891438506624
1,51612.86506770047,0.9856076818625622
1,51700.615080530144,-0.08701529543671466
1,51736.964274498394,-0.5905492529033395
1,51771.131932721175,-1.0434185694214178
1,51790.23124970008,-0.9418510957935211
1,51843.36540534608,-0.3037436585795025
1,51863.21135339376,0.21825368692210478
1,51891.07719199322,0.5903837268015172
1,51911.48470171411,0.8101806730927611
1,51947.0707642747,0.8695428455565707
1,52001.6725353865,0.2592645040885841
1,52003.08867303351,0.2250056597249716
1,52122.83375790238,-0.8686303505832934
1,52126.45547723516,-0.7855404915014715
1,52152.98278812726,-0.3706607692029354
1,52169.7808020187,-0.025783531116836476
1,52179.78217048712,0.18610409148531032
1,52195.373688638145,0.17196768041361787
1,52228.93446087046,0.9187267640367702
1,52271.556657562454,0.9899329343725006
1,52271.955087465256,0.8687287831497623
1,52275.019910655355,0.9782209767139352
1,52289.88814316132,0.6218572536357292
1,52314.74306769866,0.24655990282536383
1,52318.099826579724,0.18031364714913048
1,52366.52653076077,-0.6612365184472389
1,52421.612462899364,-1.1076220642696721
1,52574.72490473812,0.9962355809488408
1,52574.83015080792,1.094906164574994
1,52623.801076131094,0.25600578718546446
1,52659.757996911154,-0.42830508612974766
1,52664.505447765114,-0.3758310196149948
1,52712.13220091663,-0.9268545523039908
1,52729.98715275146,-1.0325413325406818
1,52731.7098654346,-0.990957749592185
1,52735.349373139456,-0.9728975059598824
1,52760.90892157697,-0.6874806271365171
1,52774.31820898305,-0.32182872428065834
1,52779.985542035545,-0.26648770588472365
1,52827.77224827622,0.4172270230027171
1,52869.32126616425,0.9108851576162436
1,52922.84626146781,0.5171782143013434
1,52937.60634665757,0.46546800353187456
1,52989.477894410695,-0.6608717225458451
1,53064.847387675865,-0.8490408148612222
1,53069.223615279065,-0.6715359177528742
1,53081.4385764409,-0.5439621375701765
1,53119.94577120098,-6.883102743232561e-05
1,53163.87586638591,0.8977131189585457
1,53164.68545429394,0.7585802401458669
1,53180.952756138744,0.8431019085648228
1,53195.93843636162,0.7950920031861264
1,53277.44169937467,-0.19085560764045695
1,53282.56117588278,-0.14003625187530028
1,53282.84307283569,-0.08422235049348498
1,53334.138840686035,-1.0864484998893924
1,53423.20369243091,-0.14700446231967212
1,53504.48641478386,0.9344432263242526
1,53527.901332917245,0.8063570393631745
1,53544.750947584595,0.620572706890502
1,53829.95477452111,1.0508911652720285
1,53895.19067607779,0.16261421715097077
1,53928.0056979852,-0.7367730351824313
1,53955.88108149844,-0.8750787189095848
1,53982.00066270877,-1.1398132031943486
1,53987.68669867397,-1.0107773411246102
1,54052.96258382588,-0.2506250011835315
1,54054.588806601474,0.10352283837932275
1,54128.871078618206,0.8447385159579678
1,54140.41737334428,1.0360433565051108
1,54188.74120595251,0.6333287857919531
1,54213.69149040383,-0.11552299525206162
1,54254.93965133653,-0.8679354702314428
1,54266.20316777756,-0.7652237559331216
1,54303.92539154461,-0.9017805822259529
1,54329.18618520319,-0.9340189296933279
1,54433.574852687736,0.9286002994100993
1,54437.13200803622,0.86445810561557
1,54499.68421387086,0.5227011967670652
1,54522.83466036948,0.13715704056556188
1,54560.40309385962,-0.5639861154266227
1,54583.86706565949,-0.790366268030477
1,54592.04088381986,-0.9850364129866787
1,54602.4268118103,-1.1033451181070393
1,54645.31412003127,-0.8185361996296184
1,54690.08955626702,0.04740727267457857
1,54761.497422563465,0.974519302288027
1,54780.522814471486,0.8195567831997936
1,54786.84953195009,0.8848063884504183
1,54794.502699435434,0.7560029296990425
1,54858.67379441467,-0.3577619038073949
1,54897.7427877494,-0.9036240628225437
1,54933.7872017107,-1.0254802465978237
1,54954.53839724791,-0.799348690489147
1,54981.79922426296,-0.4334028768599818
1,54989.10487620999,-0.3442643138434475
1,55042.12226901586,0.8842936973122362
1,55090.35922219784,0.9354006156138245
1,55111.124162681415,0.8694750585466535
2,51564.10912408392,0.1290692371872777
2,51683.154409132265,0.3847722287587847
2,51688.779938554435,0.22445063540520185
2,51688.90121677392,0.13739912754484118
2,51704.655212594684,-0.10733961004999068
2,51781.97175137675,-1.0790126393817292
2,51798.692315173335,-0.8499820109747653
2,51840.436353118916,-0.470379596802757
2,51851.73826803975,-0.0560788860155598
2,51931.106647875626,1.1553234680356486
2,51972.71957170908,0.7989747823125818
2,51977.7160237202,0.6165852632444331
2,52012.28617948925,0.10922535669783684
2,52039.5256769427,-0.638042344508905
2,52078.01132159129,-0.9543804273730662
2,52135.66918800221,-0.5378267949560159
2,52227.32593065123,1.0280511888323802
2,52238.021568097516,0.9702104686128424
2,52251.94076867816,0.9289959988360178
2,52274.08130608104,1.0923625413231672
2,52278.63204381347,0.7999111518319325
2,52317.28688383563,0.35984780879256506
2,52321.687264507345,0.255440537528864
2,52367.18579946214,-0.8161794002648267
2,52450.27802770707,-0.8828586974151382
2,52508.047124076555,0.3380449669054283
2,52524.10313795103,0.5944240331855323
2,52578.21611095127,0.826208110350528
2,52688.801336719356,-0.766363697688863
2,52751.02360026225,-0.9762406540373073
2,52899.026593827955,0.964525043239806
2,52903.763669471446,0.7633267765282462
2,53092.87275773847,-0.4345200136166553
2,53103.92977488178,-0.16531977054192673
2,53109.02992006635,-0.13207421197387495
2,53239.734072101564,0.5922589233797975
2,53275.67342389155,0.04485972219896253
2,53285.460425562145,-0.1227124296353683
2,53348.0866281796,-1.031693682719285
2,53441.92389015212,0.5528754809818017
2,53488.77397781401,0.9414966737883265
2,53522.49213605042,1.1272440568876578
2,53650.04647708119,-0.9029956672185717
2,53669.15784094619,-1.1303559250833313
2,53688.443945643114,-0.8874792996526344
2,53692.92733929927,-0.8217439470837412
2,53722.81575970826,-0.4345563964118742
2,53729.892469671955,-0.17764804240002458
2,53754.99534329114,0.07843689098904424
2,53757.96570182795,0.22678943934857532
2,53803.88722736183,1.0520615544610616
2,53871.823252363334,0.5635846935114278
2,53953.82045891552,-0.9181594298821553
2,54130.34219502661,0.9431748777182257
2,54150.051350418515,1.0416921941460922
2,54159.180036318496,0.9357818375397979
2,54181.89144190707,0.43558307314263156
2,54201.00033820058,0.23360709143128566
2,54241.37371802037,-0.6659744831474544
2,54243.948316847665,-0.6379864467128746
2,54271.18395097532,-0.9596167691255347
2,54303.30714013461,-0.9064809720301257
2,54323.108214202686,-0.7334054516039967
2,54428.316455454165,0.8643906210682422
2,54534.35738801117,-0.31988120807847487
2,54598.233192402455,-1.0496321294744186
2,54610.81641343693,-0.9340448238730821
2,54821.12679485104,0.4539146036948411
2,54896.26837644661,-1.0119893138851634
2,54928.58382228268,-1.0276135007953482
2,54945.227519892665,-1.0516526296826454
2,55027.589873506746,0.5734111830265777
2,55033.350523513735,0.6833574885446391
2,55142.91188427441,0.06477725809587584
2,55163.556789565155,0.0605022996270525
2,55169.22599542953,-0.2899730739613373
2,55172.743382960856,-0.3609168781581049
2,55195.98765217454,-0.7453923612240441
3,51558.43744962296,0.08272862352540222
3,51585.23349342843,0.8640133772973349
3,51591.79343193158,0.7966815737757457
3,51615.703651887605,1.033444458600985
3,51665.36821895005,0.878380853987307
3,51715.90829117328,-0.12895579334339963
3,51722.09254370771,-0.4459327903830257
3,51738.28308748261,-0.7748331668984257
3,51791.40869265494,-0.9104485868850491
3,51824.201277675005,-0.6874707965531024
3,51868.048472791,0.0788779051054617
3,51879.01657469584,0.4666612287474957
3,51908.62153312385,0.6216665792732579
3,51948.57254715493,1.158268677794566
3,51961.876203382744,0.9255393837224747
3,51992.95852312829,0.4734474697011799
3,52021.09764977496,-0.09493896278629543
3,52023.509013617375,-0.30361485997252124
3,52024.251885697086,-0.2900261965232884
3,52029.76100220279,-0.3076763509871286
3,52045.808769047544,-0.6517582395610366
3,52059.030253755795,-0.6508348109310599
3,52069.214449172476,-0.9470710545132914
3,52106.61572200602,-0.9832010991537516
3,52107.242938765055,-0.8560248213379023
3,52137.218146884996,-0.6768722428455952
3,52146.29653660985,-0.5609746063598663
3,52238.964113915004,0.9374010250425174
3,52329.457213749534,-0.23709974655928664
3,52330.46722554395,0.015532064766190953
3,52349.98291886521,-0.3683149105098877
3,52364.20826442529,-0.6699640905191409
3,52389.29778817569,-0.9511565607389798
3,52408.517137519,-0.9397813659051732
3,52426.40350628638,-0.9533246195075729
3,52429.72256709345,-1.0020037703184046
3,52459.74613936463,-0.5308641897128441
3,52487.07966955811,0.12185661930565038
3,52596.30038699391,0.8083923984222064
3,52718.955331683814,-1.0629954784400464
3,52744.6795517624,-0.9550543696106906
3,52781.60438069986,-0.46708343443328354
3,52808.53714602414,0.06289982656188937
3,52848.218984092644,0.9086999949265886
